university_name,university_id,university_parent_id,university_short_name,university_name_en,is_from_crimea,registration_year,university_edrpou,university_type_name,university_financing_type_name,university_governance_type_name,post_index,koatuu_id,region_name,koatuu_name,university_address,post_index_u,koatuu_id_u,region_name_u,koatuu_name_u,university_address_u,university_phone,university_email,university_site,university_director_post,university_director_fio,close_date,primitki
Луганська державна академія культури і мистецтв,204,,ЛДАКМ,Lugansk State Academy of Culture and Arts,так,2002,26204964,Заклад вищої освіти,Державна,Міністерство культури та інформаційної політики України,01601,8039100000,КИЇВ,Київ,"вул. Івана Франка, 19",01601,8039100000,КИЇВ,Київ,"вул. Івана Франка, 19","+38 (044) 222-51-85, +38 (097) 979-69-00, +38 (099) 069-76-73",ldakm@i.ua,http://ldakm.edu.ua,В.о. ректора,Юдов Микола Олександрович,,
Маріупольська філія Національної академії образотворчого мистецтва і архітектури,4365,297,.,,так,,43033706,Заклад вищої освіти,Державна,Міністерство культури та інформаційної політики України,04053,8039100000,КИЇВ,Київ,"вул. Вознесенський узвіз, 20",87500,1412300000,Донецька область,Маріуполь,"вул. Георгіївська, 69",+306(29)-484-03-2,,,Керівник,Батичко Галина Іванівна,,
Маріупольський державний університет,19,,МДУ,Mariupol State University,так,1991,26593428,Заклад вищої освіти,Державна,Міністерство освіти і науки України,03037,8000000000,КИЇВ,Київ,"просп. Повітрофлотський, 31",87500,1412300000,Донецька область,Маріуполь,"просп. Будівельників, 129-А",(0629) 58-70-52,info@mdu.in.ua,http://www.mdu.in.ua,Ректор,Трофименко Микола Валерійович,,
"Муніципальний заклад вищої освіти ""Київська Академія мистецтв""",1389,,"МЗВО ""КАМ""","Municipal institution of higher education ""Kyiv Academy of Arts""",,1994,21594647,Заклад вищої освіти,Комунальна,Департамент культури виконавчого органу Київської міської ради (Київської міської державної адміністрації),04210,8038000000,КИЇВ,Київ,"просп. Героїв Сталінграда, 10",04210,8038000000,КИЇВ,Київ,"просп. Героїв Сталінграда, 10","(044) 4109310, 4647356",academy@kam.edu.ua,kam.edu.ua,Ректор,Бенч Ольга Григорівна,,
Національна академія внутрішніх справ,240,,НАВС,National Academy of Internal Affairs,,1921,08751177,Заклад вищої освіти,Державна,Міністерство внутрішніх справ України,03035,8038900000,КИЇВ,Київ,"пл. Солом'янська, 1",03035,8038900000,КИЇВ,Київ,"пл. Солом'янська, 1","(044)249-09-22, 245-94-91",post@naiau.kiev.ua,www.naiau.kiev.ua,Ректор,Чернєй Володимир Васильович,,
Національна академія керівних кадрів культури і мистецтв,332,,НАКККіМ,National Academy of Culture and Arts Management,так,1970,02214142,Заклад вищої освіти,Державна,Міністерство культури та інформаційної політики України,01015,8038200000,КИЇВ,Київ,"вул. Лаврська, 9, корпус 15",01015,8038200000,КИЇВ,Київ,"вул. Лаврська, 9, корпус 15","(044) 288 80 81, 280 22 82",akademiya@nakkkim.edu.ua,nakkkim.edu.ua,В.о. ректора,Копієвська Ольга Рафаілівна,,
Національна академія образотворчого мистецтва і архітектури,297,,НАОМА,National Academy of Fine Arts and Architecture,так,1917,02214165,Заклад вищої освіти,Державна,Міністерство культури та інформаційної політики України,04053,8039100000,КИЇВ,Київ,"вул. Вознесенський узвіз, 20",04053,8039100000,КИЇВ,Київ,"вул. Вознесенський узвіз, 20",+38(044)272-15-40,naoma@naoma.edu.ua,http:www.naoma.edu.ua,Ректор,Цугорка Олександр Петрович,,
Національна академія Служби безпеки України,1339,,НА СБУ,National Academy of the Security Service of Ukraine,,1992,20001823,Заклад вищої освіти,Державна,Служба безпеки України,03022,8036100000,КИЇВ,Київ,"вул. Михайла Максимовича, 22",03022,8036100000,КИЇВ,Київ,"вул. Михайла Максимовича, 22","(044) 2573035, 2570096, 2555001",academy@ssu.gov.ua,http://academy.ssu.gov.ua,Ректор,Черняк Андрій Миколайович,,
"Національна академія статистики, обліку та аудиту",67,,НАСОА,"The National Academy of Statistics, Accounting and Audit",,1986,04837462,Заклад вищої освіти,Державна,Державна служба статистики України,04107,8039100000,КИЇВ,Київ,"вул. Підгірна, 1",04107,8039100000,КИЇВ,Київ,"вул. Підгірна, 1","(044) 484 49 41, (044) 484 47 78",info@nasoa.edu.ua,http://nasoa.edu.ua,Ректор,Осауленко Олександр Григорович,,
Національна музична академія України імені П.І. Чайковського,357,,НМАУ ім. П.І. Чайковського,Ukrainian National Tchaikovsky Academy of Music,так,1913,02214188,Заклад вищої освіти,Державна,Міністерство культури та інформаційної політики України,01001,8000000000,КИЇВ,Київ,"вул. Городецького, 1-3/11",01001,8000000000,КИЇВ,Київ,"вул. Городецького, 1-3/11",(044)279-07-92,cancelyariya@knmau.соm.ua.,www.knmau.com.ua,Ректор,Тимошенко Максим Олегович,,
Національний авіаційний університет,183,,НАУ,National Aviation University,так,1933,01132330,Заклад вищої освіти,Державна,Міністерство освіти і науки України,03058,8038900000,КИЇВ,Київ,"просп. Гузара Любомира, 1",03058,8038900000,КИЇВ,Київ,"просп. Гузара Любомира, 1","(044) 497-41-05, 406-70-38, 497-51-51, 408-30-27",post@nau.edu.ua,http://www.nau.edu.ua,Ректор,Луцький Максим Георгійович,,
Національний медичний університет імені О.О. Богомольця,149,,НМУ імені О.О. Богомольця,Bogomolets National Medical University,так,1841,02010787,Заклад вищої освіти,Державна,Міністерство охорони здоров`я України,01601,8039100000,КИЇВ,Київ,"бульв. Тараса Шевченка, 13",01601,8039100000,КИЇВ,Київ,"бульв. Тараса Шевченка, 13",(044) 2344062; 2349276; 2357391,kancnmu@nmu.ua,www.nmuofficial.com,Ректор,Кучин Юрій Леонідович,,
Національний педагогічний університет імені М.П. Драгоманова,194,,НПУ імені М.П. Драгоманова,National Pedagogical Dragomanov University,так,1834,02125295,Заклад вищої освіти,Державна,Міністерство освіти і науки України,01030,8039100000,КИЇВ,Київ,"вул. Пирогова, 9",01030,8039100000,КИЇВ,Київ,"вул. Пирогова, 9",(044)2393031,pk@npu.edu.ua,http://www.npu.edu.ua,Ректор,Андрущенко Віктор Петрович,,
Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»,174,,КПІ ім. Ігоря Сікорського,National Technical University of Ukraine «Igor Sikorsky Kyiv Polytechnic Institute»,так,1898,02070921,Заклад вищої освіти,Державна,Міністерство освіти і науки України,03056,8038900000,КИЇВ,Київ,"просп. Перемоги, 37",03056,8038900000,КИЇВ,Київ,"просп. Перемоги, 37",(063) 743-47-57,mail@kpi.ua,http://kpi.ua,Ректор,Згуровський Михайло Захарович,,
Національний транспортний університет,24,,НТУ,National Transport University,так,1944,02070915,Заклад вищої освіти,Державна,Міністерство освіти і науки України,01010,8038200000,КИЇВ,Київ,"вул. Омеляновича-Павленка, 1",01010,8038200000,КИЇВ,Київ,"вул. Омеляновича-Павленка, 1",+38(044) 280 82 03,general@ntu.edu.ua,http://www.ntu.edu.ua,Ректор,Дмитриченко Микола Федорович,,
Національний університет біоресурсів і природокористування України,7,,НУБіП України,National University of Life and Environmental Sciences of Ukraine,так,1954,00493706,Заклад вищої освіти,Державна,Міністерство освіти і науки України,03041,8036100000,КИЇВ,Київ,"вул. Героїв оборони, 15",03041,8036100000,КИЇВ,Київ,"вул. Героїв оборони, 15","(044) 5278242, 2584263",rectorat@nubip.edu.ua,http://www.nubip.edu.ua/,Ректор,Ніколаєнко Станіслав Миколайович,,
"Національний університет ""Києво-Могилянська академія""",79,,НаУКМА,National University of Kyiv-Mohyla Academy,так,1991,16459396,Заклад вищої освіти,Державна,Міністерство освіти і науки України,04070,8000000000,КИЇВ,Київ,"вул. Григорія Сковороди, 2",04070,8000000000,КИЇВ,Київ,"вул. Григорія Сковороди, 2","(044) 463-70-67, 425-60-59, 463-67-83",vkd@ukma.edu.ua,http://www.ukma.edu.ua,Президент,Квіт Сергій Миронович,,
Національний університет оборони України імені Івана Черняховського,1159,,НУОУ,The National Defence University of Ukraine named after Ivan Cherniakhovskyi,,2000,07834530,Заклад вищої освіти,Державна,Міністерство оборони України,03049,8000000000,КИЇВ,Київ,"просп. Повітрофлотський, 28",03049,8000000000,КИЇВ,Київ,"просп. Повітрофлотський, 28","044 248 10 77, 248 10 76",info@nuou.org.ua,nuou.org.ua,Начальник,Сиротенко Анатолій Миколайович,,
Національний університет охорони здоров’я України імені П. Л. Шупика,2833,,НУОЗ України імені П. Л. Шупика,Shupyk National Healthcare University of Ukraine,,2006,01896702,Заклад вищої освіти,Державна,Міністерство охорони здоров`я України,04112,8039100000,КИЇВ,Київ,"вул. Дорогожицька, 9",04112,8039100000,КИЇВ,Київ,"вул. Дорогожицька, 9","(044) 205-48-27, 205-49-46",office@nuozu.edu.ua,www.nuozu.edu.ua,Виконувач обов’язків ректора,Вороненко Юрій Васильович,,
Національний університет фізичного виховання і спорту України,180,,НУФВСУ,National University of Ukraine on Physical Education and Sport,так,1930,02928433,Заклад вищої освіти,Державна,Міністерство освіти і науки України,03150,8038200000,КИЇВ,Київ,"вул. Фізкультури, 1",03150,8038200000,КИЇВ,Київ,"вул. Фізкультури, 1",+380(44)-287-61-91,rectorat@uni-sport.edu.ua,www.uni-sport.edu.uа,Ректор,Імас Євгеній Вікторович,,
Національний університет харчових технологій,47,,НУХТ,National University of Food Technologies,так,1930,02070938,Заклад вищої освіти,Державна,Міністерство освіти і науки України,01033,8036100000,КИЇВ,Київ,"вул. Володимирська, 68",01033,8036100000,КИЇВ,Київ,"вул. Володимирська, 68",+38(044) 289-95-55,info@nuft.edu.ua,www.nuft.edu.ua,Ректор,Шевченко Олександр Юхимович,,
"Приватна установа ""Університет ""Київська школа економіки""",3924,,Київська Школа Економіки,Private institution “University “Kyiv School of Economics”,так,2016,40762332,Заклад вищої освіти,Приватна,,03113,8039100000,КИЇВ,Київ,"вул. Шпака Миколи, 3",03113,8039100000,КИЇВ,Київ,"вул. Шпака Миколи, 3",492-80-12,infovnz@kse.org.ua,www.kse.org.ua,в.о. президента,Верченко Олеся Петрівна,,
"Приватне акціонерне товариство «Українсько-Польський вищий навчальний заклад ""Центрально-Європейський університет»",176,,"ПРАТ ""УП ВНЗ ЦЄУ""",Private Joint Stock Company “Ukrainian-Polish Higher Educational Establishment “University of Central Europe”,,1995,23169003,Заклад вищої освіти,Приватна,,03680,8039100000,КИЇВ,Київ,"вул. Рейтарська,, 19а",03680,8036100000,КИЇВ,Київ,"вул. Козацька, 120/4","+38 044 278-24-73, +38 044 278-18-92, +38 044 278-84-92",referent.ceu.info@gmail.com,www.c-e-u.info,Перший проректор,Шепелюк Олександр Юрійович,,
"Приватне акціонерне товариство ""Вищий навчальний заклад ""Київський міжгалузевий інститут підвищення кваліфікації""",4009,,"ПРАТ ВНЗ ""ІНСТИТУТ""",,,1994,00284017,Заклад вищої освіти,Приватна,,01135,8000000000,КИЇВ,Київ,"вул. Дмитрівська, 71",01135,8000000000,КИЇВ,Київ,"вул. Дмитрівська, 71",+380(44)-484-19-31,kmipksh@i.kiev.ua,www.kmipk.kiev.ua,ректор,Шевченко Станіслав Іванович,,
"Приватне акціонерне товариство ""Вищий навчальний заклад ""Міжрегіональна Академія управління персоналом""",249,,"ПрАТ ""ВНЗ ""МАУП""","Private Joint-Stock Company ""Higher education institution ""Interregional Academy of Personnel Management""",так,1989,00127522,Заклад вищої освіти,Приватна,,03039,8036100000,КИЇВ,Київ,"вул. Фрометівська, 2",03039,8036100000,КИЇВ,Київ,"вул. Фрометівська, 2","490-95-00, 490-95-05",iapm@iapm.edu.ua,www.maup.com.ua,Президент,Щокін Ростислав Георгійович,,
"Приватне акціонерне товариство ""Вищий навчальний заклад ""Національна академія управління""",339,,"ПРАТ ВНЗ ""НАУ""","Higher Education Institution ""National Academy of Management""",,1992,16476880,Заклад вищої освіти,Приватна,,03148,8038600000,КИЇВ,Київ,"вул. Гната Юри, 9",03148,8038600000,КИЇВ,Київ,"вул. Гната Юри, 9",(044) 242 24 46; (044) 242 24 64,office@nam.kiev.ua,http://nam.kiev.ua/,Ректор,Єрохін Сергій Аркадійович,,
"Приватний вищий навчальний заклад ""Деснянський економіко-правовий коледж при Міжрегіональній Академії управління персоналом""",605,,Деснянський економіко-правовий коледж при МАУП,"Private higher educational establishment ""Desnianskyi College of Economics and Law"" of ""Interregional Academy of Personnel Management""",,2003,32591166,Заклад вищої освіти,Приватна,,02217,8036400000,КИЇВ,Київ,"вул. Миколи Закревського, 45-Б",02217,8036400000,КИЇВ,Київ,"вул. Миколи Закревського, 45-Б",5156163,desn_ept@ukr.net,dcmaup.com.ua,Директор,Яровой Володимир Ілліч,,
"Приватний вищий навчальний заклад ""Економіко-правовий технікум при Міжрегіональній Академії управління персоналом""",1084,,ЕПТ при МАУП,"Private higher educational establishment ""College of Economics and Law"" of ""Interregional Academy of personnel management""",,2000,31745018,Заклад вищої освіти,Приватна,,03039,8000000000,КИЇВ,Київ,"просп. Червонозоряний, 146",03039,8000000000,КИЇВ,Київ,"просп. Червонозоряний, 146",044 2582124,ept_maup@ukr.net,ept.in.ua,директор,Швець Катерина Павлівна,,
"Приватний вищий навчальний заклад ""Європейський університет""",228,,"ПВНЗ ""Європейський університет""","Private Higher Education Establishment ""European University""",,1991,24366800,Заклад вищої освіти,Приватна,,03115,8038600000,КИЇВ,Київ,"бульв. Академіка Вернадського, 16-в",03115,8038600000,КИЇВ,Київ,"бульв. Академіка Вернадського, 16-в",(044) 4506490; 4509931; 4240544; 4523568,office@e-u.in.ua.,http://www.e-u.edu.ua/,Ректор,Тимошенко Олена Іванівна,,
"Приватний вищий навчальний заклад ""Інститут екології економіки і права""",1325,,"ПВНЗ ""Інститут екології економіки і права""",Institute for ecology economy and law,,2004,33155797,Заклад вищої освіти,Приватна,,01054,8039100000,КИЇВ,Київ,"вул. Тургенєвська, 11",01030,8039100000,КИЇВ,Київ,"вул. Пирогова, 9","(044) 486-0763, 234-1108",ieep@ukr.net,ieep.org.ua,Ректор,Нікандров Олександр Всеволодович,,
"Приватний вищий навчальний заклад ""Київський коледж бізнесу""",1106,,ПВНЗ ККБ,,,2000,30400122,Заклад вищої освіти,Приватна,,03151,8038900000,КИЇВ,Київ,"вул. Народного ополчення, 7, кв. 116-117",03151,8038900000,КИЇВ,Київ,"вул. Народного ополчення, 7, кв. 116-117",560-22-21,kkb@kcbiz.kiev.ua,www.kcbiz.kiev.ua,Директор,Перова Вікторія Вікторівна,2018-11-01,"Увага! З дати блокування суб'єкта освітньої діяльності в ЄДЕБО інформація про нього не підтримується в повному, актуальному та достовірному стані"
"ПРИВАТНИЙ ВИЩИЙ НАВЧАЛЬНИЙ ЗАКЛАД ""КИЇВСЬКИЙ МЕДИЧНИЙ УНІВЕРСИТЕТ""",197,,"ПВНЗ ""КИЇВСЬКИЙ МЕДИЧНИЙ УНІВЕРСИТЕТ""","PRIVATE HIGHER EDUCATIONAL ESTABLISHMENT ""KYIV MEDICAL UNIVERSITY""",,1992,16478809,Заклад вищої освіти,Приватна,,02099,8000000000,КИЇВ,Київ,"вул. Бориспільська, 2",01004,8038200000,КИЇВ,Київ,"вул. Велика Васильківська, 17 А","+38 (044) 567-29-29, +38 (044) 234-99-92",info@kmu.edu.ua,http://kmu.edu.ua,Президент,Поканевич Олександр Валерійович,,
"Приватний вищий навчальний заклад ""Київський університет культури""",310,,Київський університет культури,Private Higher Educational Institution “Kyiv University of Culture”,,2000,31028309,Заклад вищої освіти,Приватна,,01042,8038200000,КИЇВ,Київ,"вул. Чигоріна, 20",01042,8038200000,КИЇВ,Київ,"вул. Чигоріна, 20",(044) 2867570; 5299332,kuk_kiev@ukr.net,https://kuk-university.com,Ректор,Пилипів Володимир Іванович,,
"Приватний вищий навчальний заклад ""Міжнародна академія екології та медицини""",1292,,"ПВНЗ ""Міжнародна академія екології та медицини""",International academy of ecology and medicine,,2011,37857335,Заклад вищої освіти,Приватна,,02091,8036300000,КИЇВ,Київ,"Харківське шосе , 121",02091,8036300000,КИЇВ,Київ,"Харківське шосе , 121","(044) 5760600, (094) 9261357",maem.academy.edu@gmail.com,http://maem.kiev.ua,Виконуючий обов’язки ректора,Савицький Іван Володимирович,,
"Приватний вищий навчальний заклад ""Міжнародна академія сертифікації бухгалтерів і аудиторів""",4032,,"ПВНЗ ""МАСБА""","""INTERNATIONAL ACADEMY OF CERTIFICATION OF ACCOUNTANTS AND AUDITORS"" PRIVATE INSTITUTION OF HIGHER EDUCATION",,,41319584,Заклад вищої освіти,Приватна,,01001,8000000000,КИЇВ,Київ,"вул. Малопідвальна, 10",01001,8000000000,КИЇВ,Київ,"вул. Малопідвальна, 10",+380(44)-279-00-00,chief@amsfo.com,,В.о. ректора,Чумак Оксана Володимирівна,,
"Приватний вищий навчальний заклад ""Міжнародний інститут бізнесу""",1093,,МІБ,"Private Higher Educational Institution ""International Institute of Business""",,1993,19362125,Заклад вищої освіти,Приватна,,03179,8038600000,КИЇВ,Київ,"Брест-Литовське шосе , 8-А",03179,8038600000,КИЇВ,Київ,"Брест-Литовське шосе , 8-А",(044)5850033; 5900848,info@iib.com.ua,www.iib.com.ua,Президент,Савченко Олександр Володимирович,,
"Приватний вищий навчальний заклад ""Міжнародний інститут менеджменту (МІМ-Київ)""",1178,,Міжнародний інститут менеджменту (МІМ-Київ),"Private Higher Educational Institution ""International Management Institute (MIM-Kyiv)""",,1993,05394423,Заклад вищої освіти,Приватна,,04116,8039100000,КИЇВ,Київ,"вул. Шулявська, 10/12в",04116,8039100000,КИЇВ,Київ,"вул. Шулявська, 10/12в",585 02 65,assist@mim.kiev.ua,www.mim.kiev.ua,Президент,Тихомирова Ірина Олегівна,,
"Приватний вищий навчальний заклад ""Міжнародний коледж медицини""",3251,,"ПВНЗ ""МКМ""",,,2011,37788298,Заклад вищої освіти,Приватна,,02660,8036600000,КИЇВ,Київ,"вул. В. Шимановського, 2/1",02660,8036600000,КИЇВ,Київ,"вул. В. Шимановського, 2/1",+066(70)-775-14,pvnzmkm@ukr.net,,Директор,Федорова Тамара Григорівна,2019-08-20,"Увага! З дати блокування суб'єкта освітньої діяльності в ЄДЕБО інформація про нього не підтримується в повному, актуальному та достовірному стані"
"Приватний вищий навчальний заклад ""Міжнародний коледж Святого Луки""",2531,,"ПВНЗ ""Міжнародний коледж Святого Луки""","Private higher educational institution ""International College of St. Luka""",,2012,38078293,Заклад вищої освіти,Приватна,,02091,8036300000,КИЇВ,Київ,"Харківське шосе , 121/3",02091,8036300000,КИЇВ,Київ,"Харківське шосе , 121/3",+044(56)-082-16,svluka@ukr.net,http://medcollege.kyiv.ua,Директор,Луценко Євген Валентинович,2021-02-16,"Увага! З дати блокування суб'єкта освітньої діяльності в ЄДЕБО інформація про нього не підтримується в повному, актуальному та достовірному стані"
Приватний вищий навчальний заклад Університет новітніх технологій,1262,,УНТ,Private higher educational establishment University of emerging technologies,,1996,24091786,Заклад вищої освіти,Приватна,,03068,8038200000,КИЇВ,Київ,"пров. Машинобудівний, 28",03068,8038200000,КИЇВ,Київ,"пров. Машинобудівний, 28",(044) 227 28 86,office@unt.edu.ua,unt.edu.ua,Ректор,Циганій Світлана Олексіївна,,
"Приватний вищий навчальний заклад ""Університет сучасних знань""",281,,Університет сучасних знань,Private Higher Education Institution “University of Modern Knowledge”,,2002,31839933,Заклад вищої освіти,Приватна,,03150,8038200000,КИЇВ,Київ,"вул. Велика Васильківська, 57/3",03150,8038200000,КИЇВ,Київ,"вул. Велика Васильківська, 57/3",(050)-322-71-88,sekretariat@umk.edu.ua,https://usz.org.ua/,Виконуючий обов`язки ректора,Мосьондз Сергій Олександрович,,
"Приватний вищий навчальний заклад ""Фаховий коледж міжнародної торгівлі""",606,,"ПВНЗ ""Фаховий коледж МТ""","Private educational institution ""Professional college of international trade""",,2001,31452559,Заклад вищої освіти,Приватна,,03118,8038200000,КИЇВ,Київ,"просп. Валерія Лобановського, 146",03039,8038200000,КИЇВ,Київ,"просп. Валерія Лобановського, 119",(044) 285 84 69,ept_maup@ukr.net,www.kmt-college.kiev.ua,Директор,Швець Катерина Павлівна,,
"Приватний вищий навчальний заклад ""Фінансово-правовий коледж""",797,,"ПВНЗ ""ФПК""",Private Higher Educational Institution “Financial-Legal College”,,1994,22865098,Заклад вищої освіти,Приватна,,03087,8038900000,КИЇВ,Київ,"вул. Пітерська, 5-А",03087,8038900000,КИЇВ,Київ,"вул. Пітерська, 5-А","0442430117, 0442434293",f_p_college@meta.ua,www.fpk.in.ua,Директор,Губанова Тамара Олексіївна,,
"Приватний вищий навчальний заклад-інститут ""Українсько-американський університет Конкордія""",5,,УАУК,"Private Higher Educational Establishment-Institute ""Ukrainian-American Concordia University“",,1997,24265677,Заклад вищої освіти,Приватна,,01030,8039100000,КИЇВ,Київ,"вул. Пирогова, 9",01030,8039100000,КИЇВ,Київ,"вул. Пирогова, 9","+38(044)486-06-66, +38(044)236-19-16",info@uacu.edu.ua,http://www.concordia.edu.ua,Ректор,Романовський Олександр Олексійович,,
"Приватний заклад вищої освіти ""Академія кіно та нових медіа""",1268,,"ПЗВО ""АКНМ""","Private establishment of higher education ""Film and new media academy""",,2004,33546340,Заклад вищої освіти,Приватна,,02222,8038200000,КИЇВ,Київ,"вул. Закревського, 22",01033,8038200000,КИЇВ,Київ,"вул. Саксаганського, 6",0-800-33-06-33,inem.com.ua@ukr.net,https://fnma.education/,Ректор,Лавріненко Юлія Валеріївна,,
"Приватний заклад вищої освіти ""Арт академія сучасного мистецтва імені Сальвадора Далі""",26,,"ПЗВО ""Арт академія сучасного мистецтва ім. Сальвадора Далі""","Private Institution of Higher Education ""Salvador Dali Academy of Contemporary Art""",,2004,32978839,Заклад вищої освіти,Приватна,,02217,8036400000,КИЇВ,Київ,"вул. Братиславська, 8",02217,8036400000,КИЇВ,Київ,"вул. Братиславська, 8","(067) 218-17-77, (067) 548-17-77",art-dali@ukr.net,http://www.mixmd.edu.ua,Ректор,Фурса Оксана Олександрівна,,
"Приватний заклад вищої освіти ""Київський міжнародний університет""",344,,"ПЗВО ""КИЇВСЬКИЙ МІЖНАРОДНИЙ УНІВЕРСИТЕТ""","Private Institution of Higher Education ""Kyiv International University""",,1994,21595240,Заклад вищої освіти,Приватна,,03179,8038600000,КИЇВ,Київ,"вул. Львівська, 49",03179,8038600000,КИЇВ,Київ,"вул. Львівська, 49",+380(44)-594-03-04,info@kymu.edu.ua,http://kymu.edu.ua/,Президент,Хачатурян Хачатур Володимирович,,
"ПРИВАТНИЙ ЗАКЛАД ВИЩОЇ ОСВІТИ ""МІЖНАРОДНИЙ ЄВРОПЕЙСЬКИЙ УНІВЕРСИТЕТ""",4374,,МІЖНАРОДНИЙ ЄВРОПЕЙСЬКИЙ УНІВЕРСИТЕТ,"PRIVATE HIGHER EDUCATION INSTITUTION ""INTERNATIONAL EUROPEAN UNIVERSITY""",,2019,42947833,Заклад вищої освіти,Приватна,,03187,8036100000,КИЇВ,Київ,"просп. Академіка Глушкова, 42",03187,8036100000,КИЇВ,Київ,"просп. Академіка Глушкова, 42",+38 (044)3380043 (42),rector@ieu.edu.ua,https://www.ieu.edu.ua,Виконуючий обов’язки ректора,Падалка Олег Семенович,,
"Приватний заклад вищої освіти ""Університет Київ""",6439,,"ПЗВО ""УК""",,,,43171747,Заклад вищої освіти,Приватна,,01030,8000000000,КИЇВ,Київ,"вул. Богдана Хмельницького, 30/10",01030,8000000000,КИЇВ,Київ,"вул. Богдана Хмельницького, 30/10",+380(67)-323-93-92,kyivuni@gmail.com,,В.о. ректора,Толстоухов Анатолій Володимирович,,
"Приватний заклад передвищої освіти ""Мистецький коледж імені Сальвадора Далі""",889,,"ПЗПВО ""Мистецький коледж імені Сальвадора Далі""","Private Institution of Pre-higher Education ""Salvador dali Art College""",,1992,30728300,Заклад вищої освіти,Приватна,,04074,8000000000,КИЇВ,Київ,"вул. Бережанська, 5",02156,8036400000,КИЇВ,Київ,"вул. Братиславська, 8","(044) 4951777, 4951776, (067) 218-17-77, (067) 548-17-77",art-dali@ukr.net,www.mixmd.edu.ua,Директор,Фурса Оксана Олександрівна,,
Таврійський національний університет імені В.І.Вернадського,892,,ТНУ ім. В.І.Вернадського,V.I. Vernadsky Taurida National University,так,1918,02070967,Заклад вищої освіти,Державна,Міністерство освіти і науки України,01042,8038200000,КИЇВ,Київ,"вул. І. Кудрі, 33",01135,8039100000,КИЇВ,Київ,"просп. Перемоги, 10",+380(44)-529-05-16,crimea.tnu@gmail.com,www.tnu.edu.ua,Ректор,Бортняк Валерій Анатолійович,,
"Товариство з обмеженою відповідальністю ""Академія адвокатури України""",364,,ААУ,The Academy of Advocacy of Ukraine,так,1995,22928626,Заклад вищої освіти,Приватна,,01032,8000000000,КИЇВ,Київ,"бульв. Тараса Шевченка, 27",01032,8000000000,КИЇВ,Київ,"бульв. Тараса Шевченка, 27",(044) 246-57-88,referent@aau.edu.ua,www.aau.edu.ua,ректор,Варфоломеєва Тетяна Вікторівна,,
"Товариство з обмеженою відповідальністю ""Академія професійного розвитку""",6372,,Академія професійного розвитку,,,,44000345,Заклад вищої освіти,Приватна,,01054,8000000000,КИЇВ,Київ,"вул. Гончара Олеся, 79 кв 19",01054,8000000000,КИЇВ,Київ,"вул. Гончара Олеся, 79 кв 19",095 026 9326,agenciaapro2020@gmail.com,,Президент,Гаркавенко Зоя Олександрівна,,
"Товариство з обмеженою відповідальністю ""Бердянський університет менеджменту і бізнесу""",63,,"ТОВ ""Бердянський університет менеджменту і бізнесу""","""Berdyansk University Of Managementand Business Limited Liability Company""",,1992,22142717,Заклад вищої освіти,Приватна,,03115,8038600000,КИЇВ,Київ,"вул. Академіка Вернадського, 16-в",71100,2310400000,Запорізька область,Бердянськ,"вул. Свободи, 117 А",(06153)46920,bumib@ukr.net,http://bumib.edu.ua,Ректор,Антошкіна Лідія Іванівна,,
"Товариство з обмеженою відповідальністю ""Вищий навчальний заклад ""АМЕРІКАН ЮНІВЕРСІТІ КИЇВ""",5752,,"ТОВ ""ВНЗ ""АМЕРІКАН ЮНІВЕРСІТІ КИЇВ""",,,,43634285,Заклад вищої освіти,Приватна,,02222,8000000000,КИЇВ,Київ,"вул. Драйзера Теодора, 16, кв.29",02222,8000000000,КИЇВ,Київ,"вул. Драйзера Теодора, 16, кв.29",,,,Т.в.о. Віце-Президента,Сухініна Марина Сергіївна,,
"Товариство з обмеженою відповідальністю ""Київський інститут банківської справи""",1372,,"ТОВ ""КІБС""",Limited liability company «Kyiv banking institute»,,1997,24733836,Заклад вищої освіти,Приватна,,04214,8000000000,КИЇВ,Київ,"просп. Оболонський, 34В",01001,8039100000,КИЇВ,Київ,"пров. Шевченка, 12",(044) 290 44 92,kibs_dekanat@ukr.net,www.kibs.kiev.ua,Виконуючий обов`язки ректора,Тутік Лариса Іонівна,2020-05-20,"Увага! З дати блокування суб'єкта освітньої діяльності в ЄДЕБО інформація про нього не підтримується в повному, актуальному та достовірному стані"
"Товариство з обмеженою відповідальністю ""Київський інститут сучасної психології та психотерапії""",1391,,"ТОВ ""Київський інститут сучасної психології та психотерапії""","LLC ""Kiev Institute of Modern Psychology and Psychotherapy""",,2010,37144134,Заклад вищої освіти,Приватна,,01113,8038200000,КИЇВ,Київ,"бульв. Лесі Українки, 26",01113,8038200000,КИЇВ,Київ,"бульв. Лесі Українки, 26",(044) 585-46-78,kispp@i.ua,http://kispp.com,Ректор,Херсонський Борис Григорович,,
"Товариство з обмеженою відповідальністю ""Перший косметологічний коледж""",2895,,"ТОВ ""Перший косметологічний коледж""",,,2000,38963168,Заклад вищої освіти,Приватна,,03022,8036100000,КИЇВ,Київ,"вул. Ломоносова, 18",03022,8036100000,КИЇВ,Київ,"вул. Ломоносова, 18",(044) 2216038; 5288282,medkolledg2@ukr.net,,Директор,Барчукова Тетяна Вікторівна,2018-11-01,"Увага! З дати блокування суб'єкта освітньої діяльності в ЄДЕБО інформація про нього не підтримується в повному, актуальному та достовірному стані"
