university_name,university_id,university_parent_id,university_short_name,university_name_en,is_from_crimea,registration_year,university_edrpou,university_type_name,university_financing_type_name,university_governance_type_name,post_index,koatuu_id,region_name,koatuu_name,university_address,post_index_u,koatuu_id_u,region_name_u,koatuu_name_u,university_address_u,university_phone,university_email,university_site,university_director_post,university_director_fio,close_date,primitki
Криворізький державний педагогічний університет,3781,,КДПУ,Kryvyi Rih State Pedagogical University,так,1930,40787802,Заклад вищої освіти,Державна,Міністерство освіти і науки України,50086,1211036300,Дніпропетровська область,Кривий Ріг,"просп. Гагаріна, 54",50086,1211036300,Дніпропетровська область,Кривий Ріг,"просп. Гагаріна, 54","(056)-470-13-34, (056)-470-13-68 (факс)",kdpu@kdpu.edu.ua,http://kdpu.edu.ua,В.о. ректора,Остроушко Оксана Андріївна,,
Криворізький навчально-науковий інститут Донецького державного університету внутрішніх справ,5851,304,КННІ ДонДУВС,Kryvyi Rih educational and scientific institute of Donetsk state university of internal affairs,,,44039765,Заклад вищої освіти,Державна,Міністерство внутрішніх справ України,50065,1211000000,Дніпропетровська область,Кривий Ріг,"вул. Тільги Степана, 21",50065,1211000000,Дніпропетровська область,Кривий Ріг,"вул. Тільги Степана, 21",,,,Керівник відокремленого підрозділу,Єпринцев Пилип Сергійович,,
Криворізький національний університет,919,,КНУ,Kryvyi Rih National University,так,1922,37664469,Заклад вищої освіти,Державна,Міністерство освіти і науки України,50027,1211036300,Дніпропетровська область,Кривий Ріг,"вул. Віталія Матусевича, 11",50027,1211036300,Дніпропетровська область,Кривий Ріг,"вул. Віталія Матусевича, 11",(056)409-06-06,knu@knu.edu.ua,knu.edu.ua,Ректор,Ступнік Микола Іванович,,
Криворізький факультет Дніпропетровського державного університету внутрішніх справ,3622,209,КФ ДДУВС,Krivoy Rog faculty of Dnepropetrovsk State University of Internal Affairs,,1969,40617728,Заклад вищої освіти,Державна,Міністерство внутрішніх справ України,50106,1211000000,Дніпропетровська область,Кривий Ріг,"мікрорайон 7-й мікрорайон Зарічний, 24",50106,1211000000,Дніпропетровська область,Кривий Ріг,"мікрорайон 7-й мікрорайон Зарічний, 24",+056(49)-530-55,kf_dduvs@ukr.net,kf.dduvs.in.ua,декан,Почтовий Максим Миколайович,,
Навчально-науковий інститут бізнесу та гостинності Донецького національного університету економіки і торгівлі імені Михайла Туган-Барановського,3929,135,ННІБГ ДонНУЕТ ім.М.Туган-Барановського,,так,2000,40991901,Заклад вищої освіти,Державна,Міністерство освіти і науки України,50005,1211037000,Дніпропетровська область,Кривий Ріг,"вул. Трамвайна, 16",87528,1412300000,Донецька область,Маріуполь,"вул. Матросова, 7",+380(96) 932 14 47,mukc.mar@meta.ua,,"директор Навчально-наукового інституту бізнесу і гостинності, доцент кафедри економіки та бізнесу",Хаврова Катерина Сергіївна,,
"Приватний вищий навчальний заклад ""Інститут ділового адміністрування""",320,,"ПВНЗ ""ІДА""","Private higher educational institution ""Institute of business administration""",,1995,23072048,Заклад вищої освіти,Приватна,,50086,1211036300,Дніпропетровська область,Кривий Ріг,"вул. Димитрова, 81А",50086,1211036300,Дніпропетровська область,Кривий Ріг,"вул. Димитрова, 81А","(056) 404-76-00, 404 83 55,",pvnzida@gmail.com,www.pvnz-ida.at.ua,Директор,Корєєва Ольга Михайлівна,2020-01-10,"Увага! З дати блокування суб'єкта освітньої діяльності в ЄДЕБО інформація про нього не підтримується в повному, актуальному та достовірному стані"
Нікопольський факультет Українського державного університету науки і технологій,6516,6507,.,,,2021,44567236,Заклад вищої освіти,Державна,Міністерство освіти і науки України,53120,1211600000,Дніпропетровська область,Нікополь,"просп. Трубників, 18",53120,1211600000,Дніпропетровська область,Нікополь,"просп. Трубників, 18",+380(56)-793-38-23,udunt@diit.edu.ua,,Декан,Хохлова Тетяна Станіславівна,,
"Приватний вищий навчальний заклад ""Нікопольський економічний університет""",291,,"ПВНЗ ""Нікопольський економічний університет""",Private Higher Educational Institution “Nikopol Economic Universiti”,так,1993,20250006,Заклад вищої освіти,Приватна,,53211,1211600000,Дніпропетровська область,Нікополь,"вул. Запорізька, 31",53211,1211600000,Дніпропетровська область,Нікополь,"вул. Запорізька, 31",(05662) 68-06-66,economic-univer@i.ua,neu.edu.ua,В.о. ректора,Онищук Валерій Олексійович,,
"Придніпровський гуманітарно-економічний коледж (м. Нікополь) вищого навчального закладу ""Відкритий міжнародний університет розвитку людини ""Україна""",718,217,Придніпровський ГЕК,Prydniprovskyi Humanitarian and Economic College (Nikopol) of Higher Educational Institution 'Open International University of Human Development 'Ukraine',,2006,33942426,Заклад вищої освіти,Приватна,,53219,1211600000,Дніпропетровська область,Нікополь,"вул. Дружби, 10А",03115,8000000000,КИЇВ,Київ,"вул. Львівська, 23",0566-691601,pge.koleg@gmail.com,http://www.pgek.net.ua,Директор,Шевякова Наталія Леонідівна,2018-11-01,"Увага! З дати блокування суб'єкта освітньої діяльності в ЄДЕБО інформація про нього не підтримується в повному, актуальному та достовірному стані"
"Західнодонбаський інститут Приватного акціонерного товариства ""Вищий навчальний заклад ""Міжрегіональна академія управління персоналом""",2755,249,ЗІ ПрАТ «ВНЗ «МАУП»,"The West-Donbas Institute of the Private Joint Stock Company ""Higher education institution ""The Interregional Academy of Personnel Management """,,2012,25840391,Заклад вищої освіти,Приватна,,51400,1212400000,Дніпропетровська область,Павлоград,"вул. Дніпровська, 400/1",51400,1212400000,Дніпропетровська область,Павлоград,"вул. Дніпровська, 400/1","(05632) 4 36 80, 4 33 15",maup_pavlograd@mail.ru,zi-maup.edukit.dp.uа,Директор,Житник Ніна Василівна,,
